Time,Residential_Heating,Residential_Cooling,Residential_DHW,Office_Heating,Office_Cooling,Office_DHW,community_center_Heating,community_center_Cooling,community_center_DHW,Retail_Heating,Retail_Cooling,Retail_DHW,Grocery_Heating,Grocery_Cooling,Grocery_DHW,Hotel_Heating,Hotel_Cooling,Hotel_DHW
 01/24  01:00:00,0.000655576,0,0.000330995,0.000576011,0,0.000173397,0.001061596,0.00036797,0,0,0,5.27E-05,0.000784678,0.001821607,0,0.000351132,0.000682025,0.000217533
 01/24  02:00:00,0.000757866,0,0.000267058,0.000627426,0,0.000173397,0.001022752,4.37E-05,0,0,0,0.000105449,0.000509431,0,0,0.000380421,0.000547364,0.000215058
 01/24  03:00:00,0.000823721,0,0.000222576,0.000693299,0,0.000173397,0.00103535,4.30E-05,0,0,0,0,0.000638435,0,0,0.000405007,0.00047785,0.000214817
 01/24  04:00:00,0.00089497,0,0.000244563,0.0006811,0,0.000173397,0.001077485,4.23E-05,0,0,0,0.00010545,0.000875695,0,0,0.000423281,0.000429145,0.000247191
 01/24  05:00:00,0.000905108,0,0.000220494,0.000756139,0,0.000173397,0.001090082,4.15E-05,0,0,0,5.27E-05,0.000965094,0,0,0.000431572,0.000393976,0.000322267
 01/24  06:00:00,0.000839178,0,0.000771884,0.000785222,0,0.000173397,0.001097794,4.11E-05,0,0,0,5.27E-05,0.000985074,0,0,0.000271326,0.000396357,0.000449572
 01/24  07:00:00,0.000778415,0,0.002208064,0.000793491,0,0.000173397,0.003090693,9.32E-05,0.000941304,0,0,0,0.000720221,0,0,0.000170126,0.001051141,0.000955646
 01/24  08:00:00,0.000679864,0,0.002330542,0.00061176,0,0.000478447,0.002907068,0.000105681,0.001454747,0.001842918,2.18E-07,0.000052725,0.000403335,0,0,0.000578882,0.00153416,0.001274435
 01/24  09:00:00,0.000558556,0,0.002215227,0.002147219,0,0.000783496,0.002377081,0.000136193,0.000941304,0.006288121,2.25E-07,0.000105441,0.003610925,0.006012411,0,0.000134221,0.000980916,0.002839843
 01/24  10:00:00,0.000281792,0,0.001975351,0.002472722,0,0.000783496,0.003560853,0.000171545,0.00051344,0.004170837,0,0.000212084,0.006871346,0.007712301,0,8.99E-05,0.000175465,0.002649663
 01/24  11:00:00,0.000294173,0,0.001829575,0.002605917,0.000126326,0.000783496,0.003515145,0.00018027,0.00051344,0.002962485,0,0,0.008664698,0,0,8.04E-05,0.000355209,0.002402855
 01/24  12:00:00,0.000183557,0,0.001450968,0.002456657,0.00011146,0.000539458,0.003455765,0.000183981,0.001454747,0.001984433,0,0.000242273,0.007078289,0,0,0.000073121,0.000416226,0.002240689
 01/24  13:00:00,0.000182733,0,0.001394954,0.002438161,3.95E-05,0.000295414,0.00337681,0.000377027,0.001882614,0.003752545,0,0.000185121,0.005869171,0.001005242,0,0.000104417,0.000376581,0.002136674
 01/24  14:00:00,0.000134409,0,0.001136171,0.002927411,0,0.000295414,0.003348992,0.00055385,0.000941304,0.0028911,0,0.000322329,0.005923796,0.003558139,0,6.36E-05,0.000657423,0.002065498
 01/24  15:00:00,0.000079683,0,0.001057613,0.00338751,0,0.000295414,0.003360679,0.001053556,0.000941304,0.002057414,0,0.000268539,0.005464425,0.003020621,0,3.22E-05,0.000756593,0.002105519
 01/24  16:00:00,2.97E-05,0,0.001212856,0.003651405,0,0.000295414,0.003943996,0.001197579,0.001454747,0.00075135,0,0.000321324,0.005959201,0.002285085,0,1.33E-05,0.000882344,0.002378564
 01/24  17:00:00,1.40E-05,0,0.001374749,0.000851223,0,0.000234408,0.003606341,0.001619577,0.003337361,0.000682408,0,0.000160321,0.002781789,0.004556221,0,5.22E-05,0.002043004,0.00027149
 01/24  18:00:00,1.07E-05,0,0.001724363,1.46E-06,0,0.000173397,0.002371902,0.000539579,0.007102583,0.001031062,0,0.000213828,0.00079672,0.002944216,0,1.79E-05,0.001744162,0.000445109
 01/24  19:00:00,1.16E-05,0,0.002054891,0.000164009,0,0.000173397,0.002040936,0.000183947,0.008557342,0.000162932,1.95E-07,0.000183573,0.000706,0.00591534,0,2.00E-05,0.001966451,0.00071154
 01/24  20:00:00,1.99E-05,0,0.001950459,0.000342475,0,0.000173397,0.001697966,0.000170804,0.007616037,0.000316912,0,0.000297301,0.001536546,0.00660592,0,4.03E-05,0.002179287,0.00069488
 01/24  21:00:00,4.93E-05,0,0.001776131,0.000419665,0,0.000173397,0.000377375,7.63E-05,0.005219969,0.000993633,0,0.000106523,0.001177205,0.00640302,0,6.10E-05,0.002322771,0.000686666
 01/24  22:00:00,0.000170675,0,0.001458686,0.000427791,0,0.000173397,0.000448341,4.84E-05,0.001882614,0.000132753,0,0.000050985,0.001441832,0.006909723,0,0.000103153,0.00228934,0.000962879
 01/24  23:00:00,0.000456213,0,0.001344043,0.00045358,0,0.000173397,0.001714799,0.001748514,0,0.00022221,0,0.000213335,0.001534268,0.006433804,0,0.000190602,0.001667629,0.000699675
 01/24  24:00:00,0.000812171,0,0.000877543,0.000494354,0,0.000173397,0.001950181,0.001557506,0,0.000581396,0,0,0.000837233,0.001904181,0,0.000279152,0.000880831,0.00044382
 01/25  01:00:00,0.001150412,0,0.000264471,0.000550567,0,5.14E-05,0.001574609,0.000407373,0,0,8.96E-07,5.27E-05,0.000381106,0,0,0.000395361,0.000552156,0.000217589
 01/25  02:00:00,0.00134913,0,0.000294057,0.000588176,0,5.14E-05,0.001489984,0.00004534,0,0,0,0,0.000498918,0,0,0.000521457,0.000405135,0.000215415
 01/25  03:00:00,0.001488026,0,0.000171167,0.000638826,0,5.14E-05,0.001806475,4.43E-05,0,0,0,0.000052726,0.000580802,0,0,0.000627024,0.0003204,0.00021482
 01/25  04:00:00,0.001581114,0,0.000269023,0.000690444,0,5.14E-05,0.001480931,4.32E-05,0,0,0,0,0.000665368,0,0,0.000698225,0.000261687,0.000352197
 01/25  05:00:00,0.001594752,0,0.000195978,0.000681361,0,5.14E-05,0.001491708,0.000042445,0,0,0,0.000105454,0.00088462,0,0,0.000719366,0.00022818,0.00021725
 01/25  06:00:00,0.001446852,0,0.00074746,0.00068247,0,5.14E-05,0.001543828,4.19E-05,0,0,0,0.000158188,0.000752617,0,0,0.000528243,0.00023367,0.00045385
 01/25  07:00:00,0.001266897,0,0.002250345,0.002740414,0,0.00249177,0.003376431,7.60E-05,0.000941304,0,0,0,0.003709259,0.005579643,0,0.000258944,0.0007583,0.000945882
 01/25  08:00:00,0.001027137,0,0.002395691,0.002802623,0,0.002697278,0.003170665,8.56E-05,0.001454747,0.002146729,4.72E-07,5.27E-05,0.007846932,0.010298024,0,0.00077696,0.001191219,0.001271788
 01/25  09:00:00,0.000691501,0,0.002192744,0.001474822,0.000139181,0.002979852,0.00413419,0.000117715,0.000941304,0.006901001,2.86E-08,0,0.004078403,0.00405536,0,0.000235334,0.000757009,0.00284774
 01/25  10:00:00,0.000398069,0,0.001985109,0.00118321,0.000148693,0.001836721,0.004617954,0.00014896,0.00051344,0.003929374,0,0.00010591,0.001391476,0.003473375,0,0.000125742,0.000173965,0.002654914
 01/25  11:00:00,0.00019434,0,0.001821222,0.000741031,0.00017711,0.001836721,0.004222429,0.000168605,0.00051344,0.001428685,0,0.000265828,0.001160321,0.000451984,0,7.16E-05,0.000416251,0.002403924
 01/25  12:00:00,0.000114476,0,0.001451099,0.001004107,0.000203752,0.002466085,0.00406137,0.000180834,0.001454747,0.000185091,0,3.41E-05,0.000855714,0.000294913,0,0.000041727,0.000510813,0.002304551
 01/25  13:00:00,0.000056955,0,0.001386992,0.002110582,0.000295173,0.002902786,0.004123611,0.000172027,0.001882614,0.000279543,0,0.000340776,0.001026386,0.000153107,0,3.03E-05,0.000601037,0.002066353
 01/25  14:00:00,2.51E-05,0,0.001127328,0.002277978,0.000470602,0.002517461,0.004899859,0.00115943,0.000941304,0,0,0.00037604,0.000832292,0.002387112,0,0,0.00093709,0.002065538
 01/25  15:00:00,2.18E-05,0,0.001040763,0.00198069,0.000334196,0.001836721,0.005005762,0.001547419,0.000941304,0,0,0.000161084,0.000824767,0.001340258,0,0,0.000950237,0.002233471
 01/25  16:00:00,1.64E-05,0,0.001238305,0.000860671,0.000160325,0.001836721,0.005067409,0.001863237,0.001454747,0,0,0.000214168,0.000853199,0,0,0,0.000969765,0.002258048
 01/25  17:00:00,1.60E-05,0,0.001277628,0.000983639,0.000173442,0.001682589,0.005139047,0.002538711,0.003337361,7.30E-05,0,0.000374092,0.000934709,0,0,3.36E-05,0.002146688,0.000267007
 01/25  18:00:00,2.51E-05,0,0.001744708,0.001944803,0.000506524,0.001913782,0.004798045,0.004193564,0.007102583,0.000712384,0,0,0.002131924,0.001616014,0,4.23E-06,0.001679944,0.000444725
 01/25  19:00:00,0.000038513,0,0.002056043,0.002351381,0.001468639,0.001322949,0.003314716,0.004891174,0.008557342,0.000261565,5.68E-07,0.000374291,0.001916075,0.003303862,0,3.56E-05,0.001786737,0.000782816
 01/25  20:00:00,5.83E-05,0,0.001998776,0.000970952,0,0.001322949,0.003856119,0.003950062,0.007616037,0.00074803,0,0.000106876,1.10E-05,0.000390194,0,0.000104722,0.001893781,0.000624441
 01/25  21:00:00,0.000100719,0,0.001794192,0,0,0.001322949,0.003815674,0.004280197,0.005219969,0.002126507,0,0.000266319,0.000323601,0,0,0.00017148,0.001907488,0.000686745
 01/25  22:00:00,0.000234866,0,0.001455297,1.79E-05,0,0.001297263,0.003208989,0.002721363,0.001882614,0.000415843,0,5.32E-05,0.000561581,0,0,0.000245171,0.00183021,0.000961406
 01/25  23:00:00,0.00053444,0,0.00140714,0.000132086,0,5.14E-05,0.002759523,0.001883293,0,0.000519047,0,5.31E-05,0.000629185,0.003325431,0,0.000355131,0.001296073,0.000700818
 01/25  24:00:00,0.000890833,0,0.000822323,0.000253703,0,5.14E-05,0.002336417,0.001385874,0,0.000853669,0,0,0.000595437,0.004767361,0,0.000491441,0.000658025,0.000445875
 01/26  01:00:00,0.001182604,0,0.000197274,0.000339837,0,5.14E-05,0.000738795,0.00036818,0,0,8.96E-07,5.27E-05,0.000317615,0.00139051,0,0.000654907,0.000441905,0.000217754
 01/26  02:00:00,0.001388328,0,0.000392077,0.000355168,0,5.14E-05,0.001134269,4.63E-05,0,0,0,5.27E-05,0.000105326,0,0,0.00079114,0.00034033,0.000216211
 01/26  03:00:00,0.001541815,0,4.89E-05,0.000344783,0,5.14E-05,0.000986577,4.87E-05,0,0,0,0.000210903,0.000117239,0,0,0.000898653,0.000266954,0.000214865
 01/26  04:00:00,0.001651148,0,0.00031792,0.000378393,0,5.14E-05,0.001174493,4.93E-05,0,0,0,5.27E-05,0.000153235,0,0,0.000981165,0.000216318,0.0003522
 01/26  05:00:00,0.001681198,0,0.000195931,0.000399719,0,5.14E-05,0.001377409,4.93E-05,0,0,0,0,0.000186313,0,0,0.001033706,0.00017999,0.000217222
 01/26  06:00:00,0.001606519,0,0.000797284,0.000379305,0,5.14E-05,0.001403119,4.92E-05,0,0,0,0,0.000126233,0,0,0.000866681,0.000171978,0.000672584
 01/26  07:00:00,0.001513062,0,0.002198132,0.001981593,0,0.00249177,0.002515512,0.000860218,0.000941304,0,0,0,0.002463543,0.006201954,0,0.000406558,0.000492746,0.000723062
 01/26  08:00:00,0.001342471,0,0.002376545,0.002477253,0,0.002697278,0.002287695,0.000452821,0.001454747,0.002615071,1.01E-06,5.27E-05,0.005153674,0.009325342,0,0.001051831,0.000874139,0.001275778
 01/26  09:00:00,0.000779995,0,0.002274949,0.001991775,0.000171252,0.002979852,0.003663674,0.000161174,0.000941304,0.007761481,2.08E-07,0.00010567,0.002061795,0.007834077,0,0.000283967,0.000612295,0.002841173
 01/26  10:00:00,0.000441659,0,0.001922898,0.001754009,0.000463136,0.001836721,0.004289549,0.000491587,0.00051344,0.005008353,0,0.000211819,0.000893525,0.002729806,0,0.000152306,0.000113456,0.002657749
 01/26  11:00:00,0.000292824,0,0.001882069,0.001714472,0.000685306,0.001836721,0.004044182,0.000754932,0.00051344,0.0032012,0,5.32E-05,0.00051018,0.002536403,0,0.000148973,0.000254815,0.002405941
 01/26  12:00:00,0.000178011,0,0.001403268,0.001988294,0.000745656,0.002466085,0.003934174,0.000689762,0.001454747,0.001777993,0,0.000266755,0.000487202,0.003922608,0,0.000103531,0.000334705,0.002309768
 01/26  13:00:00,6.95E-05,0,0.001323859,0.001791967,0.001317327,0.002902786,0.003891666,0.00123843,0.001882614,0.003057531,0,0.000160647,0.000688514,0.00616009,0,6.64E-05,0.000352645,0.002066899
 01/26  14:00:00,6.48E-05,0,0.001094565,0.001287258,0.001643264,0.002517461,0.003976224,0.001497097,0.000941304,0.001978364,0,0.00032235,0.00052876,0.010353335,0,2.40E-05,0.000602955,0.002066027
 01/26  15:00:00,5.92E-05,0,0.00114943,0.001615616,0.001471716,0.001836721,0.004097625,0.00169649,0.000941304,0.002097613,0,0.000268515,0.000460476,0.009906099,0,2.20E-05,0.000668292,0.002330674
 01/26  16:00:00,8.04E-05,0,0.001159289,0.00180753,0.000841139,0.001836721,0.004880149,0.002323005,0.001454747,0.002044202,0,0.000214175,0.000392467,0.006751291,0,0.000020969,0.000735741,0.002162522
 01/26  17:00:00,3.50E-05,0,0.001375463,0.002659132,0.000456923,0.001682589,0.005043763,0.00287817,0.003337361,0.001872649,0,0.000267225,0.000453276,0.002774496,0,0.000076719,0.001601027,0.000266777
 01/26  18:00:00,3.29E-05,0,0.001731079,0.002271538,0.00026752,0.001913782,0.00465595,0.002293592,0.007102583,0.001746031,0,0.000213844,0.001503311,0.000219824,0,3.34E-05,0.001475817,0.000444105
 01/26  19:00:00,3.40E-05,0,0.002077215,0.002369379,0.000198748,0.001322949,0.003808788,0.002352067,0.008557342,0.00048358,0,0.000213873,0.001780117,0,0,4.69E-05,0.001735385,0.000947065
 01/26  20:00:00,7.04E-05,0,0.001920512,0.000636326,0,0.001322949,0.003787341,0.001964418,0.007616037,0.000935464,0,0.000213658,0,0,0,0.00011084,0.001867742,0.000587074
 01/26  21:00:00,8.61E-05,0,0.001882627,0,0,0.001322949,0.003701121,0.002648854,0.005219969,0.001908305,0,0.000159797,0.000274913,0,0,0.00013668,0.002040641,0.000559118
 01/26  22:00:00,0.000129876,0,0.001507063,1.07E-05,0,0.001297263,0.003185213,0.001730263,0.001882614,0.000246991,0,0.000105967,0.000524194,0,0,0.000143296,0.002174957,0.000959306
 01/26  23:00:00,0.000296675,0,0.00128432,8.57E-05,0,5.14E-05,0.002716393,0.001272304,0,0.000249311,0,0.00015852,0.00052733,0.003308522,0,0.000187579,0.001695663,0.000702185
 01/26  24:00:00,0.000540595,0,0.000832882,0.000160685,0,5.14E-05,0.002280853,0.001086022,0,0.000516653,0,0,0.000241471,0.003335401,0,0.000220396,0.001008681,0.000448537
 01/27  01:00:00,0.000741395,0,0.00022105,0.000213974,0,5.14E-05,0.000737517,0.000297337,0,0,0,0,0,0,0,0.000252629,0.000756633,0.000435568
 01/27  02:00:00,0.000862109,0,0.000392079,0.000277845,0,5.14E-05,0.001183981,4.65E-05,0,0,0,0.000052726,0,0,0,0.000278414,0.000614796,0
 01/27  03:00:00,0.000945328,0,4.89E-05,0.00032855,0,5.14E-05,0.001431022,4.83E-05,0,0,0,0.000105434,0.000114468,0,0,0.000306404,0.000518425,0.000214915
 01/27  04:00:00,0.001019363,0,0.000293467,0.000357249,0,5.14E-05,0.001473519,4.84E-05,0,0,0,0,0.000132772,0,0,0.000329328,0.000456028,0.000352201
 01/27  05:00:00,0.001038718,0,0.000269472,0.000386119,0,5.14E-05,0.001773709,4.79E-05,0,0,0,5.27E-05,0.000226648,0,0,0.000344647,0.000412905,0.000309546
 01/27  06:00:00,0.000988583,0,0.000772528,0.000395439,0,5.14E-05,0.001493789,4.74E-05,0,0,0,5.27E-05,0.000153472,0,0,0.000265459,0.000379621,0.000344809
 01/27  07:00:00,0.000942365,0,0.002199485,0.002300823,0,0.00249177,0.002595694,8.17E-05,0.000941304,0,0,0.000105456,0.002380209,0.005511196,0,0.000169569,0.000565526,0.000449969
 01/27  08:00:00,0.000813254,0,0.002377695,0.002354024,0,0.002697278,0.002750007,0.000087696,0.001454747,0.001691236,2.60E-07,0,0.005712868,0.008057495,0,0.000520031,0.001029832,0.00095337
 01/27  09:00:00,0.000721987,0,0.002277512,0.001143654,0.000161647,0.002979852,0.00392169,0.000119738,0.000941304,0.006018067,2.32E-07,0.000105679,0.002343799,0.005221475,0,0.000112394,0.001686467,0.003148893
 01/27  10:00:00,0.000427692,0,0.001918633,0.000693516,0.000160454,0.001836721,0.004280588,0.000156063,0.00051344,0.003678551,0,0.000106126,0.000779757,0.001991193,0,5.96E-05,0.000258581,0.002933313
 01/27  11:00:00,0.000281448,0,0.001893911,0.001667244,0.000287101,0.001836721,0.004277924,0.000196671,0.00051344,0.001859724,0,0.000159365,0.000602902,0,0,3.03E-05,0.000383646,0.002649874
 01/27  12:00:00,0.000228883,0,0.001449173,0.001718397,0.000517722,0.002466085,0.004201955,0.000410688,0.001454747,0.001205963,0,0.000159993,0.000441965,0.002298073,0,3.26E-05,0.000384859,0.002314879
 01/27  13:00:00,5.44E-05,0,0.001265822,0.001886854,0.000750222,0.002902786,0.003989681,0.000507112,0.001882614,0.00184504,0,0.000267951,0.000507507,0.003342886,0,3.27E-05,0.000412994,0.00228627
 01/27  14:00:00,1.11E-05,0,0.001160061,0.001973836,0.000563323,0.002517461,0.004112048,0.000529533,0.000941304,9.60E-05,0,0.000322427,0.000416965,0.004053659,0,4.42E-06,0.000748915,0.002066202
 01/27  15:00:00,1.42E-05,0,0.001059294,0.001698777,5.98E-05,0.001836721,0.004248789,0.000998496,0.000941304,0.000019149,0,0.000214779,0.00036158,0.00525723,0,0,0.000855419,0.002118333
 01/27  16:00:00,0,0,0.001122455,0.001551499,0.000122263,0.001836721,0.005052024,0.001882263,0.001454747,0,0,0.000214094,0.000376018,0.00514757,0,0,0.000976398,0.002162899
 01/27  17:00:00,0,0,0.001437642,0.002160567,0,0.001682589,0.005158226,0.00264545,0.003337361,0,0,0.000213762,0.000396471,0.003697341,0,3.96E-05,0.002565881,0.000481212
 01/27  18:00:00,4.76E-07,0,0.001674931,0.001931183,0,0.001913782,0.004658268,0.001570657,0.007102583,1.10E-05,0,0.000267354,0.00134979,0.001541842,0,2.72E-07,0.002041591,0.000219952
 01/27  19:00:00,1.00E-06,0,0.002133626,0.00216105,0,0.001322949,0.003222254,0.001920452,0.008557342,0,1.84E-06,0.000213867,0.001556734,0.000498227,0,0,0.002367867,0.000444204
 01/27  20:00:00,7.37E-06,0,0.00192043,0.000774941,0,0.001322949,0.003718299,0.001618542,0.007616037,6.86E-05,0,0.000213732,0,0,0,6.70E-06,0.002380557,0.000682875
 01/27  21:00:00,3.33E-05,0,0.00186096,0,0,0.001322949,0.003651693,0.00195328,0.005219969,0.000655572,0,0.000159792,0.000153936,0,0,4.36E-05,0.002360166,0.00068671
 01/27  22:00:00,0.000102557,0,0.001528458,0,0,0.001297263,0.003162721,0.001828108,0.001882614,0.000115224,0,0.000152368,0.000422231,0,0,8.41E-05,0.002283589,0.000457905
 01/27  23:00:00,0.000299831,0,0.001280294,5.28E-05,0,5.14E-05,0.00272095,0.001271275,0,0.000198073,0,6.81E-06,0.000411481,0.003183211,0,0.000162366,0.001745924,0.000954598
 01/27  24:00:00,0.000565755,0,0.000836895,0.000115399,0,5.14E-05,0.002308513,0.001141088,0,0.000319668,0,5.27E-05,0.000309765,0.002769984,0,0.000238431,0.000983272,0.000690459
 01/28  01:00:00,0.000863048,0,0.000171988,0.000151849,0,5.14E-05,0.000738179,0.000317117,0,0,0,5.29E-05,0,0,0,0.000325898,0.000691278,0.000218421
 01/28  02:00:00,0.001078159,0,0.000367513,0.000171706,0,5.14E-05,0.00091162,4.73E-05,0,0,0,5.21E-06,0,0,0,0.000421152,0.000492869,0.000216205
 01/28  03:00:00,0.001231074,0,0.000122281,0.000226953,0,5.14E-05,0.001181329,4.97E-05,0,0,0,0.00010023,0,0,0,0.000515317,0.000379061,0.000214824
 01/28  04:00:00,0.001340699,0,0.000244567,0.000230128,0,5.14E-05,0.001385065,5.04E-05,0,0,0,0.000105452,0,0,0,0.00058161,0.000312291,0.000352198
 01/28  05:00:00,0.001352548,0,0.000318446,0.000265079,0,5.14E-05,0.001425532,5.06E-05,0,0,0,5.27E-05,0,0,0,0.00060834,0.000274179,0.000217252
 01/28  06:00:00,0.001227398,0,0.000738017,0.000259541,0,5.14E-05,0.001427607,5.04E-05,0,0,0,0,0,0,0,0.000504603,0.00025886,0.00043884
 01/28  07:00:00,0.001067122,0,0.002239593,0.001924078,0,0.00249177,0.002621081,0.000325983,0.000941304,0,0,5.27E-05,0.002140681,0.005991095,0,0.000263432,0.000414338,0.000450558
 01/28  08:00:00,0.000774038,0,0.002377946,0.001752234,0,0.002697278,0.002424248,0.000174993,0.001454747,0.001973643,2.59E-07,5.27E-05,0.004577853,0.008088753,0,0.000693212,0.000861275,0.000957374
 01/28  09:00:00,0.000440098,0,0.002200406,0.001005804,0.000172796,0.002979852,0.003781953,0.000122893,0.000941304,0.006256759,2.41E-07,0,0.001981312,0.00778313,0,0.000138575,0.001661881,0.003151022
 01/28  10:00:00,0.000208518,0,0.001941213,0.00060461,0.000185089,0.001836721,0.004311182,0.000158856,0.00051344,0.003455503,0,0.000265248,0.000877273,0.002559835,0,6.69E-05,0.000214838,0.002930361
 01/28  11:00:00,0.000076457,0,0.001858659,0.000522811,0.000179073,0.001836721,0.004157581,0.000173835,0.00051344,0.001112552,0,5.32E-05,0.000612794,0.000775019,0,1.40E-05,0.00042409,0.002648262
 01/28  12:00:00,2.95E-05,0,0.001518205,0.00061894,0.000196982,0.002466085,0.004315168,0.000176653,0.001454747,6.78E-05,0,0.000320036,0.000543957,0,0,0,0.000549757,0.00231467
 01/28  13:00:00,1.18E-05,0,0.00123896,0.00086038,0.000191095,0.002902786,0.004305347,0.000242273,0.001882614,1.14E-05,0,0.00005359,0.000734964,0.000424617,0,7.80E-06,0.000682703,0.002067651
 01/28  14:00:00,5.82E-06,0,0.001198892,0.00189359,0.000489788,0.002517461,0.004056372,0.000483219,0.000941304,0,0,0.00037599,0.000479302,0.003557695,0,0,0.000913366,0.00228354
 01/28  15:00:00,5.50E-06,0,0.0010809,0.002122682,4.12E-05,0.001836721,0.004744059,0.000980103,0.000941304,0,0,0.000333027,0.000292694,0.001452137,0,0,0.000978889,0.002117407
 01/28  16:00:00,3.86E-06,5.29E-07,0.001092635,0.000708466,0,0.001836721,0.004870469,0.001557438,0.001454747,0,0,0.000096247,0.000313305,0.001394208,0,0,0.001028416,0.002162709
 01/28  17:00:00,0,0,0.001441151,0.000978817,0,0.001682589,0.004966397,0.0018047,0.003337361,0,0,0.000320884,0.000347102,0.000184232,0,4.02E-05,0.002526678,0.000481718
 01/28  18:00:00,1.21E-06,0,0.001643903,0.001021622,0,0.001913782,0.004172356,0.000735821,0.007102583,0.000142147,0,0.000259125,0.001415796,0,0,4.32E-07,0.002012899,0.000220017
 01/28  19:00:00,2.47E-06,0,0.002126939,0.001908299,0,0.001322949,0.003714052,0.00072726,0.008557342,0.000311503,4.33E-07,0.000115035,0.001845798,0,0,0,0.002294686,0.000444871
 01/28  20:00:00,1.39E-05,0,0.001926505,0.000642934,0,0.001322949,0.003792905,0.000704938,0.007616037,0,0,0.000106944,1.51E-05,0,0,2.56E-05,0.002309157,0.000684174
 01/28  21:00:00,4.82E-05,0,0.001792073,0,0,0.001322949,0.003715353,0.001382967,0.005219969,0.000100029,0,5.27E-05,0.000205494,0,0,8.60E-05,0.002303583,0.00068656
 01/28  22:00:00,7.97E-05,0,0.001558516,0.000015143,0,0.001297263,0.003223464,0.001352786,0.001882614,0.000182447,0,0.000106484,0.000591581,0,0,0.000125048,0.002275838,0.000457938
 01/28  23:00:00,0.000177716,0,0.001298149,0.000149255,0,5.14E-05,0.002813226,0.001095369,0,0.000238116,0,0.000158164,0.000681443,0.003066199,0,0.000181517,0.001834268,0.000958278
 01/28  24:00:00,0.000291195,0,0.000819424,0.000244857,0,5.14E-05,0.002622715,0.000955287,0,0.000310538,0,5.29E-05,0.000328088,0.003614899,0,0.000232447,0.001152954,0.000687079
 01/29  01:00:00,0.00042276,0,0.000196602,0.000267899,0,5.14E-05,0.001049508,0.000266905,0,0,0,5.27E-05,0,0,0,0.000279351,0.000909532,0.000217903
 01/29  02:00:00,0.000511477,0,0.000391985,0.000312722,0,5.14E-05,0.001277472,4.38E-05,0,0,0,0,8.58E-05,0,0,0.000316899,0.000717604,0.000215399
 01/29  03:00:00,0.000590717,0,0.000146724,0.000333003,0,5.14E-05,0.001490063,4.55E-05,0,0,0,0.000052718,0.000117052,0,0,0.000348417,0.000610151,0.000214817
 01/29  04:00:00,0.000648911,0,0.000220099,0.000386874,0,5.14E-05,0.001480157,4.60E-05,0,0,0,0,0.000189439,0,0,0.000369014,0.000544363,0.000214815
 01/29  05:00:00,0.000654552,0,0.000244939,0.000399911,0,5.14E-05,0.001473219,4.59E-05,0,0,0,5.27E-05,0.000184597,0,0,0.000379059,0.000499663,0.000354679
 01/29  06:00:00,0.00057345,0,0.000772204,0.000400878,0,5.14E-05,0.001496328,4.58E-05,0,0,0,0.000158176,0.000186737,0,0,0.000220548,0.000508447,0.00044868
 01/29  07:00:00,0.000494475,0,0.002199241,0.002330222,0,0.00249177,0.002773647,8.01E-05,0.000941304,0,0,0,0.002320731,0.005516359,0,0.000137805,0.001201324,0.00095181
 01/29  08:00:00,0.000422156,0,0.002399248,0.002230725,0,0.002697278,0.002904139,8.71E-05,0.001454747,0,0,0.000105454,0.005508785,0.008236505,0,0.000514962,0.001696582,0.001272218
 01/29  09:00:00,0.000460752,0,0.002242204,0.000881519,0,0.002979852,0.003717739,0.000125176,0.000941304,0.002848179,1.62E-06,0,0.001886469,0.005360367,0,0.000103077,0.001135674,0.002843795
 01/29  10:00:00,0.000422657,0,0.001913443,0.000544127,0,0.001836721,0.004021356,0.000168036,0.00051344,0.005703584,1.17E-06,5.29E-05,0.000677636,0.00229868,0,7.51E-05,0.000220722,0.002650441
 01/29  11:00:00,0.000315559,0,0.001894692,0.000449374,0,0.001836721,0.003829278,0.000191854,0.00051344,0.003873279,0,0.000106086,0.000540338,0.000198477,0,0.000058233,0.000396936,0.002405799
 01/29  12:00:00,0.000276081,0,0.001538753,0.000426065,0,0.002466085,0.003794121,0.000213493,0.001454747,0.00241939,0,0.000265953,0.000389598,0.000490017,0,6.00E-05,0.000418826,0.002313996
 01/29  13:00:00,0.000231653,0,0.001221988,0.000682756,0,0.002902786,0.003822889,0.000249398,0.001882614,0.003933019,0,0,0.000526768,0.000746646,0,0.000100298,0.000372555,0.00206738
 01/29  14:00:00,0.000223869,0,0.00123852,0.001398955,0,0.002517461,0.003892379,0.000304208,0.000941304,0.003573767,0,0.000373219,0.000364203,0.001904906,0,6.57E-05,0.000645607,0.002066535
 01/29  15:00:00,0.00023785,0,0.001005314,0.001507372,0,0.001836721,0.004637009,0.001073764,0.000941304,0.003462722,0,0,0.000317733,0.002030365,0,6.72E-05,0.000693066,0.002194151
 01/29  16:00:00,0.000204332,0,0.001165549,0.001754393,0,0.001836721,0.004820865,0.001629257,0.001454747,0.003192968,0,0.000372984,0.000319587,0.002080765,0,6.82E-05,0.000751489,0.002297674
 01/29  17:00:00,0.000114054,0,0.001394983,0.002465523,0,0.001682589,0.004968105,0.002205738,0.003337361,0.003301219,0,0,0.000322487,0.001808604,0,0.000128173,0.001503257,0.000268261
 01/29  18:00:00,0.000106952,0,0.00163982,0.002387539,0,0.001913782,0.004137311,0.001051232,0.007102583,0.004443011,0,0.000373078,0.00134335,0.000172545,0,8.16E-05,0.001414055,0.000444773
