Time,Residential_Heating,Residential_Cooling,Residential_DHW,Office_Heating,Office_Cooling,Office_DHW,community_center_Heating,community_center_Cooling,community_center_DHW,Retail_Heating,Retail_Cooling,Retail_DHW,Grocery_Heating,Grocery_Cooling,Grocery_DHW,Hotel_Heating,Hotel_Cooling,Hotel_DHW
 01/01  01:00:00,0.001479206,0,0,0.000367436,0,0.000173397,0.001579681,3.48E-05,0,0,0,0,7.24E-05,0,0,0.000373089,0.000590351,0.000217432
 01/01  02:00:00,0.001268755,0,0.000196246,0.000418659,0,0.000173397,0.001556884,3.42E-05,0,0,0,0,7.90E-05,0,0,0.000266995,0.000603982,0.000214822
 01/01  03:00:00,0.001311507,0,0.000366763,0.000446603,0,0.000173397,0.001582921,3.36E-05,0,0,0,0,0.000192496,0,0,0.000277885,0.000517443,0.000214758
 01/01  04:00:00,0.001377995,0,0.000195697,0.000485409,0,0.000173397,0.001575469,0.000033064,0,0,0,0,0.000180356,0,0,0.000286723,0.000466366,0.000214757
 01/01  05:00:00,0.001353597,0,0.000367281,0.000504749,0,0.000173397,0.001606324,3.25E-05,0,0,0,0,0.000316461,0,0,0.000290255,0.000434181,0.000217182
 01/01  06:00:00,0.001267138,0,0.000772438,0.000533323,0,0.000173397,0.001605204,3.21E-05,0,0,0,0,0.000340485,0,0,0.000209046,0.000403252,0.000219774
 01/01  07:00:00,0.001158765,0,0.002074157,0.000543821,0,0.000173397,0.001650347,3.19E-05,4.94E-05,0,0,0,0.000280268,0,0,0.000142396,0.000616421,0.000809184
 01/01  08:00:00,0.001053688,0,0.002209104,0.000505533,0,0.000478447,0.001603525,3.16E-05,0.000285244,0,0,0.000369093,0.0003301,0.001420111,0,0.000417582,0.001093384,0.000875704
 01/01  09:00:00,0.001115076,0,0.002228229,0.000288654,0,0.000783496,0.001148744,5.13E-05,0.000285244,0.002826398,1.90E-06,0,0.000681128,0.00459054,0,0.000095937,0.00176511,0.003076149
 01/01  10:00:00,0.001210301,0,0.001993553,0.001559906,0,0.000783496,0.001813424,6.51E-05,0.000190163,0.005779749,1.24E-06,0,0.002557212,0.006822164,0,9.42E-05,0.000216175,0.002714812
 01/01  11:00:00,0.001141301,0,0.001812654,0.001975321,0,0.000783496,0.001937951,7.21E-05,0.000190163,0.003978775,0,6.59E-05,0.006409696,0.010585807,0,9.14E-05,0.000310884,0.002563462
 01/01  12:00:00,0.000819638,0,0.001376811,0.002173328,0,0.000539458,0.001824495,7.75E-05,0.000475407,0.00216736,0,0.000306342,0.00640797,0.001742124,0,6.60E-05,0.000351972,0.002380523
 01/01  13:00:00,0.00070209,0,0.001368917,0.002538205,0,0.000295414,0.001831252,8.14E-05,0.000570488,0.003277475,0,0,0.005278231,0.001506516,0,8.06E-05,0.000316716,0.002368253
 01/01  14:00:00,0.000761646,0,0.001363185,0.003183397,0,0.000295414,0.001927248,8.31E-05,0.000313768,0.003488738,0,0.000213299,0.005923915,0.00215717,0,8.13E-05,0.000543299,0.002077344
 01/01  15:00:00,0.000649265,0,0.000983726,0.002982944,0,0.000295414,0.001960036,0.000084247,0.000313768,0.003250367,0,0.000159886,0.005949714,0.00147588,0,6.86E-05,0.000601959,0.002054084
 01/01  16:00:00,0.000422219,0,0.001363157,0.00088394,0,0.000295414,0.001965261,0.000080786,0.000475407,0.00277185,0,0.000213166,0.002459125,0.004700482,0,5.51E-05,0.000660415,0.002270928
 01/01  17:00:00,0.000346257,0,0.001370887,0,0,0.000234408,0.000881596,8.22E-05,0.001140975,0.003266482,0,0.000159831,0.000421373,0.003119364,0,0.000174756,0.00120162,0.000217338
 01/01  18:00:00,0.000212457,0,0.001598531,7.93E-05,0,0.000173397,0.001271597,8.15E-05,0.002377036,0.004833972,0,0.000213138,0.00064812,0.005357955,0,0.00012387,0.00114053,0.000219783
 01/01  19:00:00,0.000152289,0,0.002209161,0.000229857,0,0.000173397,0.001495321,7.84E-05,0.002852443,0.00018052,0,0.000158165,0.00112898,0.006847238,0,0.000119438,0.001497791,0.000443094
 01/01  20:00:00,0.000225213,0,0.001609472,0.000312796,0,0.000173397,0.00149354,7.58E-05,0.002472117,0.000294754,0,0.000106288,0.001270411,0.006387679,0,0.000153267,0.001666433,0.000681075
 01/01  21:00:00,0.000401606,0,0.001753877,0.00036999,0.000002643,0.000173397,0.001492935,5.05E-05,0.001901629,0.000321412,0,0,0.001410895,0.006931454,0,0.000205446,0.001742905,0.000686122
 01/01  22:00:00,0.000672469,0,0.00143352,0.000403028,0,0.000173397,0.001538434,3.96E-05,0.000570488,0.000429054,0,0,0.001320115,0.00681527,0,0.000255948,0.001701183,0.0005206
 01/01  23:00:00,0.001140197,0,0.001369048,0.000445656,0,0.000173397,0.00154795,3.72E-05,0,0.000541037,0,8.62E-05,0.001318517,0.006305504,0,0.000351727,0.001207456,0.001026673
 01/01  24:00:00,0.001621848,0,0.000773566,0.000493649,0,0.000173397,0.001553927,3.59E-05,0,0.00084985,0,1.96E-05,0.001589909,0.005994319,0,0.000514127,0.000552729,0.000689851
 01/02  01:00:00,0.002051148,0,0.000564949,0.000562855,0,0.000173397,0.001573829,3.50E-05,0,0,8.64E-07,0.000105452,0.000423454,0,0,0.000695153,0.000352863,0.000218209
 01/02  02:00:00,0.002336555,0,0,0.000582032,0,0.000173397,0.001566072,0.000034254,0,0,0,0.000158189,0.000248305,0,0,0.00086654,0.000247788,0.000215993
 01/02  03:00:00,0.002559189,0,0.000562453,0.000581159,0,0.000173397,0.00153762,3.39E-05,0,0,0,0,0.000217072,0,0,0.001013215,0.000187528,0.000214832
 01/02  04:00:00,0.002710906,0,0,0.000595513,0,0.000173397,0.001569402,3.37E-05,0,0,0,0,0.000332378,0,0,0.001122383,0.000143075,0.000214761
 01/02  05:00:00,0.002748309,0,0.000196249,0.000628141,0,0.000173397,0.001573982,3.33E-05,0,0,0,0,0.000357191,0,0,0.001175999,0.00012217,0.000217147
 01/02  06:00:00,0.002632963,0,0.000722688,0.000622742,0,0.000173397,0.001576605,3.30E-05,0,0,0,0.000105452,0.000534667,0,0,0.000992243,0.000121935,0.000726248
 01/02  07:00:00,0.002468549,0,0.002275713,0.000645355,0,0.000173397,0.00157608,3.28E-05,9.51E-05,0,0,0,0.000554431,0.001782376,0,0.000462097,0.000406034,0.000807431
 01/02  08:00:00,0.002538199,0,0.002232528,0.00270252,0,0.000606889,0.001546955,0.000032743,0.000142622,0.00296677,3.95E-07,0.000105439,0.00307322,0.005849023,0,0.001135593,0.000709128,0.001269141
 01/02  09:00:00,0.002574048,0,0.002225982,0.002957633,0,0.00104038,0.005294033,0.000110438,9.51E-05,0.010519497,8.45E-08,0,0.007192738,0.01087177,0,0.000532709,0.000246499,0.002832033
 01/02  10:00:00,0.002093145,0,0.002205863,0.002863851,0,0.00104038,0.005511888,0.000127192,4.75E-05,0.008048147,0,0.000158874,0.007907682,0.001266604,0,0.000345504,5.54E-05,0.002537946
 01/02  11:00:00,0.001068812,0,0.001602199,0.002880444,0,0.00104038,0.004395865,0.000129703,4.75E-05,0.005443825,0,0.000212598,0.006325869,0.000104719,0,0.0004169,0.000136365,0.002368741
 01/02  12:00:00,0.001053007,0,0.001584111,0.002987007,0,0.000693585,0.003780715,0.000135682,0.000142622,0.003591601,0,0.000160095,0.005492788,0.000406777,0,0.00036623,0.000168406,0.00236891
 01/02  13:00:00,0.000993425,0,0.001368993,0.003588067,0,0.000346795,0.003510067,0.000138113,0.000180655,0.005310489,0,0.000214016,0.007185913,0,0,0.000293019,0.0002102,0.00211602
 01/02  14:00:00,0.000947939,0,0.001104752,0.003805365,0,0.000346795,0.00327702,0.000143034,9.51E-05,0.004013287,0,0.000268556,0.007625521,0,0,0.000175809,0.000482366,0.002055727
 01/02  15:00:00,0.000904919,0,0.00103807,0.004038402,0,0.000346795,0.003163168,0.000147394,9.51E-05,0.003845426,0,0.00026847,0.007847642,0,0,0.000164386,0.000545965,0.002054986
 01/02  16:00:00,0.0009712,0,0.001363182,0.00408999,0,0.000346795,0.003081273,0.00014934,0.000142622,0.004141069,0,0.000214244,0.008027397,0,0,0.00020795,0.000580076,0.00227175
 01/02  17:00:00,0.001106086,0,0.000994657,0.004259679,0,0.000260094,0.002549352,0.000092169,0.000332785,0.004708864,0,0.000267204,0.008235425,0,0,0.000500821,0.000910889,0.000217372
 01/02  18:00:00,0.000827659,0,0.00218803,0.004314231,0,0.000173397,0.001787613,7.13E-05,0.000703603,0.004394807,0,0.000267409,0.009558716,0,0,0.000394826,0.000850138,0.000444845
 01/02  19:00:00,0.000726827,0,0.001614637,0.001527441,0,0.000173397,0.001514206,7.15E-05,0.000855734,0.001952565,0,0.000213847,0.004667114,0.00805038,0,0.000280388,0.001092703,0.0007109
 01/02  20:00:00,0.000946077,0,0.002202513,0.00008893,0,0.000173397,0.001517418,7.16E-05,0.000760654,0.002607732,0,0.000160169,0.001205667,0.00363382,0,0.00035005,0.001171709,0.000693866
 01/02  21:00:00,0.001240911,0,0.00160098,0.00028503,0,0.000173397,0.001524412,4.75E-05,0.00051344,0.003666897,0,0.000213038,0.002035789,0.00634049,0,0.000422639,0.001215898,0.000686088
 01/02  22:00:00,0.001618317,0,0.001584094,0.00039854,0,0.000173397,0.001528059,3.72E-05,0.000188261,0.000619361,0,0,0.001744969,0.009266599,0,0.000464447,0.001262627,0.001099561
 01/02  23:00:00,0.002208087,0,0.001369,0.000479487,0,0.000173397,0.001536059,3.56E-05,0,0.000745364,0,0.000211242,0.001587335,0.006562015,0,0.000630157,0.000681349,0.000698526
 01/02  24:00:00,0.002858213,0,0.000773559,0.000568393,0,0.000173397,0.001560983,3.46E-05,0,0.001193972,0,5.29E-05,0.001561004,0.005576033,0,0.001138707,0.000257505,0.000442484
 01/03  01:00:00,0.003494905,0,0.000544006,0.000634458,0,0.000173397,0.001589372,3.38E-05,0,0.000121458,0,0,0.000606472,0,0,0.001621805,0.000147858,0.000217454
 01/03  02:00:00,0.003920523,0,2.09E-05,0.000700197,0,0.000173397,0.001597158,3.31E-05,0,0,0,0,0.000569036,0,0,0.002023834,0.000111768,0.000214992
 01/03  03:00:00,0.004231887,0,0,0.000746548,0,0.000173397,0.001618582,0.000032493,0,0,0,0.000105451,0.000655871,0,0,0.002324431,0.000098279,0.000214725
 01/03  04:00:00,0.004381495,0,0.000562458,0.000824556,0,0.000173397,0.001625005,0.000032116,0,0,0,0,0.000802114,0,0,0.002499904,0.000087227,0.00021472
 01/03  05:00:00,0.004341243,0,0,0.000859211,0,0.000173397,0.00163175,3.18E-05,0,0,0,0,0.000981573,0,0,0.002552644,7.86E-05,0.000354589
 01/03  06:00:00,0.004060178,0,0.000772464,0.000878683,0,0.000173397,0.001647995,3.16E-05,0,0,0,0.000131269,0.001055459,0,0,0.002278903,7.35E-05,0.000449481
 01/03  07:00:00,0.00368209,0,0.00222261,0.000899892,0,0.000173397,0.001634832,3.14E-05,9.51E-05,0,0,0.000132393,0.000778574,0,0,0.001373644,0.000108147,0.000955852
 01/03  08:00:00,0.003215842,0,0.002448391,0.000768486,0,0.000478447,0.001611831,3.13E-05,0.000142622,0.00391748,6.99E-07,0,0.000609658,0,0,0.001929641,0.000217801,0.00127342
 01/03  09:00:00,0.002024719,0,0.002225924,0.002775873,0,0.000783496,0.0049516,0.000107257,9.51E-05,0.012359054,0,0.000052957,0.004143689,0.005792455,0,0.001083313,0.000136216,0.002827994
 01/03  10:00:00,0.001069281,0,0.002205915,0.003475138,0,0.000783496,0.005105252,0.000127424,4.75E-05,0.008278872,0,5.31E-05,0.008368552,0.007557611,0,0.00045614,5.80E-05,0.002587543
 01/03  11:00:00,0.000709573,0,0.001602215,0.00300962,0,0.000783496,0.003710179,0.000138732,4.75E-05,0.004207935,0,0.000265525,0.010001203,0,0,0.000446975,0.000191521,0.002383301
 01/03  12:00:00,0.000612438,0,0.001376667,0.003064078,0,0.000539458,0.002948174,0.000146455,0.000142622,0.001768703,0,0.00010675,0.009004413,0,0,0.000364377,0.000313513,0.002144266
 01/03  13:00:00,0.000576127,0,0.001559885,0.003029177,0,0.000295414,0.002796439,0.00014843,0.000180655,0.003864204,0,0.000374924,0.008435219,0,0,0.000345035,0.000332991,0.002274355
 01/03  14:00:00,0.000519426,0,0.000798263,0.002974995,0,0.000295414,0.002935102,0.000152792,9.51E-05,0.002474014,0,0.000161149,0.007726823,0,0,0.00021276,0.000602982,0.002056072
 01/03  15:00:00,0.000428462,0,0.00135727,0.003566179,0,0.000295414,0.003108017,0.000148215,9.51E-05,0.002046976,0,0.000214766,0.007978106,0,0,0.000159486,0.000678724,0.00205539
 01/03  16:00:00,0.000403065,0,0.000988205,0.003592525,0,0.000295414,0.002729296,0.000148369,0.000142622,0.002042757,0,0.000374781,0.008258443,0,0,0.000155016,0.000718165,0.002080549
 01/03  17:00:00,0.000554083,0,0.00137088,0.001227382,0,0.000234408,0.002114169,9.32E-05,0.000332785,0.003504405,0,1.05E-05,0.003503153,0.007266648,0,0.00037318,0.001377554,0.000555461
 01/03  18:00:00,0.000520721,0,0.001598595,9.18E-05,0,0.000173397,0.001194305,7.27E-05,0.000703603,0.003953199,0,0.000363826,0.000581334,0.005270662,0,0.000435566,0.001044566,0.000445202
 01/03  19:00:00,0.000564617,0,0.002209263,0.000348481,0,0.000173397,0.001831845,7.25E-05,0.000855734,0.00217512,0,0.000267328,0.001240746,0.006370889,0,0.000369626,0.001080145,0.000712293
 01/03  20:00:00,0.000677002,0,0.001995021,0.000478388,0,0.000173397,0.001637727,7.21E-05,0.000760654,0.003108715,0,0.000106782,0.001442236,0.006228877,0,0.000445318,0.001105753,0.000691353
 01/03  21:00:00,0.000815236,0,0.001807331,0.000562623,0,0.000173397,0.001532961,4.76E-05,0.00051344,0.005006871,0,0.000266291,0.001973501,0.007140923,0,0.000549587,0.001077262,0.000686239
 01/03  22:00:00,0.001031842,0,0.001376828,0.000639285,0,0.000173397,0.001516717,3.69E-05,0.000188261,0.000818653,0,0.000105441,0.00213859,0.007453824,0,0.000616023,0.001082598,0.000905426
 01/03  23:00:00,0.001560745,0,0.001440706,0.000633575,0,0.000173397,0.0015269,3.50E-05,0,0.000945882,0,0.000053086,0.002248591,0.007757982,0,0.000827968,0.00062509,0.000755973
 01/03  24:00:00,0.002199806,0,0.000703539,0.00071038,0,0.000173397,0.001540063,3.40E-05,0,0.00139379,0,5.29E-05,0.001161889,0.002463592,0,0.001370131,0.000285873,0.000441261
 01/04  01:00:00,0.002834239,0,0.000196989,0.000774221,0,5.14E-05,0.001594388,3.31E-05,0,0.000136665,1.57E-06,0,0.000731365,0,0,0.00182567,0.000163923,0.000217374
 01/04  02:00:00,0.003278149,0,0.000563532,0.000870567,0,5.14E-05,0.00157224,3.26E-05,0,0,0,0,0.00066312,0,0,0.002195011,0.000115649,0.000214863
 01/04  03:00:00,0.003610716,0,0,0.000922392,0,5.14E-05,0.001607692,3.23E-05,0,0,0,0.000158195,0.000773406,0,0,0.002479064,0.000100993,0.00021478
 01/04  04:00:00,0.003838688,0,6.50E-05,0.000939073,0,5.14E-05,0.001577708,3.20E-05,0,0,0,0,0.000750329,0,0,0.002665292,8.98E-05,0.000352148
 01/04  05:00:00,0.003888512,0,0.000498446,0.000931667,0,5.14E-05,0.00158278,3.18E-05,0,0,0,0.000105466,0.000846671,0,0,0.002736998,8.07E-05,0.00021721
 01/04  06:00:00,0.003750448,0,0.000772473,0.000904679,0,5.14E-05,0.001584804,0.000031647,0,0,0,0.000105458,0.000883377,0,0,0.00250782,7.48E-05,0.000450216
 01/04  07:00:00,0.003516745,0,0.002222605,0.003065513,0,0.00249177,0.004730212,8.20E-05,9.51E-05,0,0,0,0.004597439,0.006737474,0,0.001663526,0.000102306,0.000959373
 01/04  08:00:00,0.003259965,0,0.002232683,0.00336498,0,0.002697278,0.004304397,0.000089727,0.000142622,0.00421634,5.40E-07,0,0.008950379,0.010893915,0,0.002194588,0.000185727,0.001275906
 01/04  09:00:00,0.002282609,0,0.002373051,0.001681578,0,0.002979852,0.003238549,0.000111633,9.51E-05,0.013080917,6.89E-07,0,0.004318384,0.002175381,0,0.001342847,0.000119663,0.002825727
 01/04  10:00:00,0.001492709,0,0.001679109,0.001198166,0,0.001836721,0.004341115,0.000132585,4.75E-05,0.009263733,0,0.000265024,0.001102234,0.003181406,0,0.000621172,3.45E-05,0.002631058
 01/04  11:00:00,0.001095865,0,0.00208409,0.0010839,0,0.001836721,0.004450902,0.000138207,4.75E-05,0.00574022,0,0.000106168,0.00166634,0.010942258,0,0.000691393,0.000139168,0.002384232
 01/04  12:00:00,0.000833536,0,0.001411143,0.000935251,0,0.002466085,0.004338769,0.000139935,0.000142622,0.002624489,0,0.00026687,0.001347314,0.013683085,0,0.000498689,0.000260273,0.002100047
 01/04  13:00:00,0.000601624,0,0.00106544,0.00112961,0,0.002902786,0.004385082,0.000139203,0.000180655,0.003830177,0,0.000106734,0.002374173,0.011720605,0,0.000369161,0.000315849,0.002057875
 01/04  14:00:00,0.00044963,0,0.001363021,0.001077273,0,0.002517461,0.004216028,0.000138683,9.51E-05,0.002564325,0,0.00031375,0.001572769,0.012854856,0,0.000216704,0.000596268,0.002274101
 01/04  15:00:00,0.000383297,0,0.001111318,0.001111193,0,0.001836721,0.004017313,0.000142187,9.51E-05,0.002357089,0,0.000330699,0.001249365,0.013623825,0,0.00017237,0.000663512,0.002056117
 01/04  16:00:00,0.000371726,0,0.001105287,0.001080321,0,0.001836721,0.003606816,0.000145202,0.000142622,0.00231615,0,0.000107207,0.001735738,0.013814314,0,0.000167899,0.00069737,0.002127961
 01/04  17:00:00,0.000586443,0,0.001453091,0.001452224,0,0.001682589,0.003244197,0.000148813,0.000332785,0.003578757,0,0.000267204,0.001632316,0.012198167,0,0.000434476,0.00131897,0.000527547
 01/04  18:00:00,0.000628187,0,0.001648101,0.002400044,0,0.001913782,0.002868083,0.000146319,0.000703603,0.004375177,0,0.000374311,0.004761917,0.007042387,0,0.00056406,0.000978532,0.000222607
 01/04  19:00:00,0.000695713,0,0.002120502,0.003132475,0,0.001322949,0.00250763,0.000141598,0.000855734,0.002513575,0,0.000106901,0.003440717,0.013891252,0,0.000452513,0.000983824,0.000938011
 01/04  20:00:00,0.000562357,0,0.001697935,0.001073072,0,0.001322949,0.002276867,0.000134844,0.000760654,0.003029715,0,0.000266959,0.000592271,0.003366851,0,0.00042775,0.001162524,0.000689798
 01/04  21:00:00,0.000464644,0,0.001949433,5.46E-05,0,0.001322949,0.001068788,6.12E-05,0.00051344,0.003516278,0,0.000106524,0.001042007,0.003645787,0,0.000402175,0.001374813,0.00065882
 01/04  22:00:00,0.000591679,0,0.001515317,0.000251672,0,0.001297263,0.001316441,3.80E-05,0.000188261,0.000554249,0,0,0.000956316,0.011400426,0,0.000411075,0.001467012,0.000750374
 01/04  23:00:00,0.000828688,0,0.001293853,0.0004561,0,5.14E-05,0.00154691,3.69E-05,0,0.000561819,0,5.31E-05,0.001272975,0.008110735,0,0.000459183,0.001066251,0.000937123
 01/04  24:00:00,0.001096383,0,0.000773758,0.000606647,0,5.14E-05,0.001539955,3.56E-05,0,0.000821081,0,0.000316532,0.001282275,0.004832139,0,0.000577852,0.000566983,0.000220651
 01/05  01:00:00,0.001319676,0,0.00032245,0.000700488,0,5.14E-05,0.001544801,3.49E-05,0,0,8.81E-07,0,0.00042944,0,0,0.000684631,0.000410279,0.000436708
 01/05  02:00:00,0.001518481,0,0.000241772,0.000735005,0,5.14E-05,0.001536009,3.44E-05,0,0,0,0,0.000385899,0,0,0.000755715,0.000335317,0.000214874
 01/05  03:00:00,0.001685738,0,0.000317926,0.000785266,0,5.14E-05,0.001536947,3.41E-05,0,0,0,0,0.000428,0,0,0.000814079,0.000278933,0.000214783
 01/05  04:00:00,0.001839309,0,4.89E-05,0.00075646,0,5.14E-05,0.001539141,3.38E-05,0,0,0,0,0.000455653,0,0,0.00085949,0.00023148,0.00013738
 01/05  05:00:00,0.001912633,0,0.000367458,0.000777465,0,5.14E-05,0.001545869,3.35E-05,0,0,0,5.27E-05,0.000492113,0,0,0.000892951,0.000196465,0.000432583
 01/05  06:00:00,0.001901672,0,0.000796796,0.000765676,0,5.14E-05,0.001548742,0.000033211,0,0,0,5.27E-05,0.000430485,0,0,0.000746024,0.000180438,0.000450766
 01/05  07:00:00,0.00190641,0,0.002135733,0.002927086,0,0.00249177,0.004133376,8.13E-05,9.51E-05,0,0,5.27E-05,0.0032347,0.005088768,0,0.000407063,0.000486336,0.000961602
 01/05  08:00:00,0.001728048,0,0.002341402,0.003127229,0,0.002697278,0.003725643,8.79E-05,0.000142622,0.002378765,1.03E-06,0.000210925,0.007470924,0.010522803,0,0.000982264,0.000831672,0.001277703
 01/05  09:00:00,0.001221471,0,0.002210604,0.001742599,0,0.002979852,0.002976139,0.000107107,9.51E-05,0.007650101,1.63E-07,0,0.003806084,0.004921548,0,0.000387225,0.000521264,0.002824179
 01/05  10:00:00,0.000857451,0,0.001999042,0.001290498,0,0.001836721,0.004232561,0.000127394,4.75E-05,0.005052356,0,0,0.001131051,0.004620688,0,0.000245652,0.000128408,0.002486872
 01/05  11:00:00,0.000607855,0,0.001798546,0.001090409,0,0.001836721,0.004402435,0.000134558,4.75E-05,0.002179632,0,0.000212622,0.001525806,0.000428612,0,0.000238302,0.000307221,0.002526438
 01/05  12:00:00,0.000368794,0,0.001438771,0.000987027,0,0.002466085,0.004249823,0.00013733,0.000142622,0.000609621,0,0.000160126,0.001009512,0,0,0.000163598,0.000429251,0.002102027
 01/05  13:00:00,0.000134654,0,0.001277284,0.001055108,0,0.002902786,0.004211952,0.00015577,0.000180655,0.000898563,0,0.000374928,0.0013605,0,0,7.01E-05,0.000503296,0.002058273
 01/05  14:00:00,4.14E-05,0,0.001245842,0.000981504,0,0.002517461,0.003767671,0.000150122,9.51E-05,8.03E-05,0,0.000161149,0.001157156,0,0,9.03E-08,0.000802412,0.002274654
 01/05  15:00:00,3.91E-05,4.66E-06,0.000941466,0.000957135,0,0.001836721,0.003534007,0.000152488,9.51E-05,2.95E-05,0,0.000214776,0.001077668,0,0,0,0.000891756,0.002056623
 01/05  16:00:00,3.52E-05,8.22E-06,0.00130995,0.00093675,0,0.001836721,0.003490572,0.000153025,0.000142622,4.81E-06,0,0.000374803,0.00099176,0,0,0,0.000925974,0.002129635
 01/05  17:00:00,5.50E-05,0,0.001353211,0.00121003,0,0.001682589,0.003068489,0.000153726,0.000332785,0.000462033,0,0.000121321,0.000948091,0,0,4.27E-05,0.001875488,0.000309412
 01/05  18:00:00,7.93E-05,0,0.001774082,0.002090661,0,0.001913782,0.002748062,0.000150387,0.000703603,0.001467909,0,0.000252942,0.002829965,0,0,0.000035633,0.001477529,0.000442732
 01/05  19:00:00,0.000209736,0,0.001925916,0.002864384,0,0.001322949,0.0023211,0.000145601,0.000855734,0.000804869,0,0.000374251,0.00261379,0,0,0.00014585,0.001467396,0.000943742
 01/05  20:00:00,0.000435127,0,0.001933239,0.000993757,0,0.001322949,0.002060449,0.000137699,0.000760654,0.001952577,0,0,0.000358167,0,0,0.000269214,0.001448772,0.000688532
 01/05  21:00:00,0.000482222,0,0.001867805,1.77E-05,0,0.001322949,0.001026902,6.31E-05,0.00051344,0.002969887,0,0.000372818,0.000709678,0,0,0.000314528,0.001527719,0.000457443
 01/05  22:00:00,0.000594101,0,0.001480469,0.000201336,0,0.001297263,0.001311589,3.98E-05,0.000188261,0.000500381,0,0,0.000841691,0.005747129,0,0.000349967,0.001551594,0.000956661
 01/05  23:00:00,0.000863257,0,0.001168566,0.000381943,0,5.14E-05,0.001524214,3.85E-05,0,0.000561952,0,5.31E-05,0.001216919,0.003867371,0,0.000434565,0.001102531,0.0007023
 01/05  24:00:00,0.001121095,0,0.000773579,0.000533358,0,5.14E-05,0.001555012,3.70E-05,0,0.000855718,0,5.29E-05,0.001204345,0.004789802,0,0.00056533,0.00058607,0.000449239
 01/06  01:00:00,0.001345143,0,0.000515889,0.000646277,0,5.14E-05,0.001574202,3.60E-05,0,0,0,0,0.000523356,0,0,0.000694077,0.000421208,0.000435473
 01/06  02:00:00,0.001454278,0,9.80E-05,0.000729675,0,5.14E-05,0.00155491,3.54E-05,0,0,0,0.000052726,0.000458671,0,0,0.000778823,0.000344746,4.36E-05
 01/06  03:00:00,0.001534984,0,0.000366827,0.00076357,0,5.14E-05,0.001582746,3.51E-05,0,0,0,0.000052725,0.000665191,0,0,0.000851924,0.000284081,0.000171136
 01/06  04:00:00,0.001578248,0,0.000146704,0.000794349,0,5.14E-05,0.001555934,3.48E-05,0,0,0,5.27E-05,0.000696828,0,0,0.000893911,0.000239442,0.000352139
 01/06  05:00:00,0.001564911,0,0.000294,0.000803762,0,5.14E-05,0.001557743,3.46E-05,0,0,0,0.000210912,0.000760763,0,0,0.000921025,0.00020607,0.000265715
 01/06  06:00:00,0.001450773,0,0.000738784,0.000759423,0,5.14E-05,0.00156476,3.43E-05,0,0,0,0,0.000595812,0,0,0.000822091,0.000184205,0.000388635
 01/06  07:00:00,0.001301064,0,0.002117373,0.002909132,0,0.00249177,0.00390302,8.12E-05,9.51E-05,0,0,0,0.003171317,0.005572883,0,0.000520569,0.000255461,0.000449854
 01/06  08:00:00,0.001169322,0,0.002349528,0.003118664,0,0.002697278,0.003687755,8.66E-05,0.000142622,0.002529403,9.57E-07,0,0.006783426,0.009059882,0,0.000987468,0.000497869,0.000953584
 01/06  09:00:00,0.001170114,0,0.002207806,0.001630237,0,0.002979852,0.002923573,0.000106484,9.51E-05,0.008241967,1.01E-07,0.000105907,0.003589653,0.003011198,0,0.000278009,0.001087707,0.003136161
 01/06  10:00:00,0.001207055,0,0.002059343,0.001229931,0,0.001836721,0.004277506,0.000129503,4.75E-05,0.006824317,0,5.30E-05,0.001187797,0.004479401,0,0.00024992,8.06E-05,0.002907815
 01/06  11:00:00,0.001000188,0,0.001746814,0.000917579,0,0.001836721,0.003892786,0.000140511,4.75E-05,0.00463775,0,0.000212434,0.001189799,0,0,0.000334491,0.000153197,0.002631783
 01/06  12:00:00,0.000650624,0,0.001533759,0.000710745,0,0.002466085,0.003445751,0.000151923,0.000142622,0.003121858,0,0.000106754,0.00089319,0,0,0.000300837,0.000201479,0.002333008
 01/06  13:00:00,0.000552687,0,0.001330633,0.000806612,0,0.002902786,0.003454068,0.00015848,0.000180655,0.005622484,0,0.000374938,0.001118319,0.000641364,0,0.000292345,0.000196625,0.002059927
 01/06  14:00:00,0.000752496,0,0.0012266,0.0006861,0,0.002517461,0.003453152,0.000162163,9.51E-05,0.005204451,0,0.000268684,0.000801197,0.000592843,0,0.0002323,0.00039691,0.002275575
 01/06  15:00:00,0.000692313,0,0.001005695,0.000638782,0,0.001836721,0.003441205,0.000272781,9.51E-05,0.004728614,0,0.000268493,0.000731828,0.001431945,0,0.000198008,0.000464385,0.002057593
 01/06  16:00:00,0.000468224,0,0.001158275,0.000647885,0,0.001836721,0.00357803,0.000371766,0.000142622,0.003674325,0,0.000214245,0.000701078,0.000681586,0,0.000154085,0.000543289,0.002135784
 01/06  17:00:00,0.000454183,0,0.001401307,0.000795316,0,0.001682589,0.002945398,0.000223943,0.000332785,0.003768769,0,0.000255158,0.000750941,0,0,0.000376223,0.000918907,0.000523694
 01/06  18:00:00,0.000316564,0,0.001716344,0.001449379,0,0.001913782,0.002572303,0.000155333,0.000703603,0.003721178,0,0.000118953,0.002160701,0,0,0.000315676,0.00086585,0.000219946
 01/06  19:00:00,0.000259195,0,0.002090826,0.002252125,0,0.001322949,0.002201904,0.000146587,0.000855734,0.00166048,0,0.000329634,0.002224814,0,0,0.000214334,0.001160607,0.000444766
